Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Status
canva-juice-pouch-label-template,Editable Canva Juice Pouch Label Template,"<p>A fully editable juice pouch Canva template - swap your text, colors, and photos in minutes and export print-ready. Instant download, edit forever.</p><p><em>See it come together instantly, follow simple prompts, drag and drop until it feels like yours.</em></p>",Color Create Studio,,Canva Editable Template,"canva, template, juice pouch, editable, Canva Templates, Canva Editable Template",FALSE,Delivery,Canva Link,,,,,CANVAJUICEPOUC-01,0,,,continue,manual,12.00,,FALSE,TRUE,,,,,FALSE,Editable Canva Juice Pouch Label Template | Color Create Studio,,draft
canva-candy-wrapper-template,Editable Canva Candy Wrapper Template,"<p>A fully editable candy wrapper Canva template - swap your text, colors, and photos in minutes and export print-ready. Instant download, edit forever.</p><p><em>See it come together instantly, follow simple prompts, drag and drop until it feels like yours.</em></p>",Color Create Studio,,Canva Editable Template,"canva, template, candy wrapper, editable, Canva Templates, Canva Editable Template",FALSE,Delivery,Canva Link,,,,,CANVACANDYWRAP-01,0,,,continue,manual,12.00,,FALSE,TRUE,,,,,FALSE,Editable Canva Candy Wrapper Template | Color Create Studio,,draft
canva-treat-bag-topper-template,Editable Canva Treat Bag Topper Template,"<p>A fully editable treat topper Canva template - swap your text, colors, and photos in minutes and export print-ready. Instant download, edit forever.</p><p><em>See it come together instantly, follow simple prompts, drag and drop until it feels like yours.</em></p>",Color Create Studio,,Canva Editable Template,"canva, template, treat topper, editable, Canva Templates, Canva Editable Template",FALSE,Delivery,Canva Link,,,,,CANVATREATBAGT-01,0,,,continue,manual,12.00,,FALSE,TRUE,,,,,FALSE,Editable Canva Treat Bag Topper Template | Color Create Studio,,draft
canva-sticker-label-template,Editable Canva Sticker Label Template,"<p>A fully editable sticker label Canva template - swap your text, colors, and photos in minutes and export print-ready. Instant download, edit forever.</p><p><em>See it come together instantly, follow simple prompts, drag and drop until it feels like yours.</em></p>",Color Create Studio,,Canva Editable Template,"canva, template, sticker label, editable, Canva Templates, Canva Editable Template",FALSE,Delivery,Canva Link,,,,,CANVASTICKERLA-01,0,,,continue,manual,12.00,,FALSE,TRUE,,,,,FALSE,Editable Canva Sticker Label Template | Color Create Studio,,draft
canva-cake-topper-template,Editable Canva Cake Topper Template,"<p>A fully editable cake topper Canva template - swap your text, colors, and photos in minutes and export print-ready. Instant download, edit forever.</p><p><em>See it come together instantly, follow simple prompts, drag and drop until it feels like yours.</em></p>",Color Create Studio,,Canva Editable Template,"canva, template, cake topper, editable, Canva Templates, Canva Editable Template",FALSE,Delivery,Canva Link,,,,,CANVACAKETOPPE-01,0,,,continue,manual,12.00,,FALSE,TRUE,,,,,FALSE,Editable Canva Cake Topper Template | Color Create Studio,,draft
canva-cupcake-topper-template,Editable Canva Cupcake Topper Template,"<p>A fully editable cupcake topper Canva template - swap your text, colors, and photos in minutes and export print-ready. Instant download, edit forever.</p><p><em>See it come together instantly, follow simple prompts, drag and drop until it feels like yours.</em></p>",Color Create Studio,,Canva Editable Template,"canva, template, cupcake topper, editable, Canva Templates, Canva Editable Template",FALSE,Delivery,Canva Link,,,,,CANVACUPCAKETO-01,0,,,continue,manual,12.00,,FALSE,TRUE,,,,,FALSE,Editable Canva Cupcake Topper Template | Color Create Studio,,draft
canva-price-list-template,Editable Canva Price List Template,"<p>A fully editable price list Canva template - swap your text, colors, and photos in minutes and export print-ready. Instant download, edit forever.</p><p><em>See it come together instantly, follow simple prompts, drag and drop until it feels like yours.</em></p>",Color Create Studio,,Canva Editable Template,"canva, template, price list, editable, Canva Templates, Canva Editable Template",FALSE,Delivery,Canva Link,,,,,CANVAPRICELIST-01,0,,,continue,manual,12.00,,FALSE,TRUE,,,,,FALSE,Editable Canva Price List Template | Color Create Studio,,draft
canva-service-menu-template,Editable Canva Service Menu Template,"<p>A fully editable service menu Canva template - swap your text, colors, and photos in minutes and export print-ready. Instant download, edit forever.</p><p><em>See it come together instantly, follow simple prompts, drag and drop until it feels like yours.</em></p>",Color Create Studio,,Canva Editable Template,"canva, template, service menu, editable, Canva Templates, Canva Editable Template",FALSE,Delivery,Canva Link,,,,,CANVASERVICEME-01,0,,,continue,manual,12.00,,FALSE,TRUE,,,,,FALSE,Editable Canva Service Menu Template | Color Create Studio,,draft
canva-product-menu-template,Editable Canva Product Menu Template,"<p>A fully editable product menu Canva template - swap your text, colors, and photos in minutes and export print-ready. Instant download, edit forever.</p><p><em>See it come together instantly, follow simple prompts, drag and drop until it feels like yours.</em></p>",Color Create Studio,,Canva Editable Template,"canva, template, product menu, editable, Canva Templates, Canva Editable Template",FALSE,Delivery,Canva Link,,,,,CANVAPRODUCTME-01,0,,,continue,manual,12.00,,FALSE,TRUE,,,,,FALSE,Editable Canva Product Menu Template | Color Create Studio,,draft
canva-business-flyer-template,Editable Canva Business Flyer Template,"<p>A fully editable business flyer Canva template - swap your text, colors, and photos in minutes and export print-ready. Instant download, edit forever.</p><p><em>See it come together instantly, follow simple prompts, drag and drop until it feels like yours.</em></p>",Color Create Studio,,Canva Editable Template,"canva, template, business flyer, editable, Canva Templates, Canva Editable Template",FALSE,Delivery,Canva Link,,,,,CANVABUSINESSF-01,0,,,continue,manual,12.00,,FALSE,TRUE,,,,,FALSE,Editable Canva Business Flyer Template | Color Create Studio,,draft
canva-instagram-post-template,Editable Canva Instagram Post Template,"<p>A fully editable instagram post Canva template - swap your text, colors, and photos in minutes and export print-ready. Instant download, edit forever.</p><p><em>See it come together instantly, follow simple prompts, drag and drop until it feels like yours.</em></p>",Color Create Studio,,Canva Editable Template,"canva, template, instagram post, editable, Canva Templates, Canva Editable Template",FALSE,Delivery,Canva Link,,,,,CANVAINSTAGRAM-01,0,,,continue,manual,12.00,,FALSE,TRUE,,,,,FALSE,Editable Canva Instagram Post Template | Color Create Studio,,draft
canva-instagram-story-template,Editable Canva Instagram Story Template,"<p>A fully editable instagram story Canva template - swap your text, colors, and photos in minutes and export print-ready. Instant download, edit forever.</p><p><em>See it come together instantly, follow simple prompts, drag and drop until it feels like yours.</em></p>",Color Create Studio,,Canva Editable Template,"canva, template, instagram story, editable, Canva Templates, Canva Editable Template",FALSE,Delivery,Canva Link,,,,,CANVAINSTAGRAM-01X,0,,,continue,manual,12.00,,FALSE,TRUE,,,,,FALSE,Editable Canva Instagram Story Template | Color Create Studio,,draft
canva-product-launch-template,Editable Canva Product Launch Template,"<p>A fully editable product launch Canva template - swap your text, colors, and photos in minutes and export print-ready. Instant download, edit forever.</p><p><em>See it come together instantly, follow simple prompts, drag and drop until it feels like yours.</em></p>",Color Create Studio,,Canva Editable Template,"canva, template, product launch, editable, Canva Templates, Canva Editable Template",FALSE,Delivery,Canva Link,,,,,CANVAPRODUCTLA-01,0,,,continue,manual,12.00,,FALSE,TRUE,,,,,FALSE,Editable Canva Product Launch Template | Color Create Studio,,draft
canva-testimonial-template,Editable Canva Testimonial Template,"<p>A fully editable testimonial Canva template - swap your text, colors, and photos in minutes and export print-ready. Instant download, edit forever.</p><p><em>See it come together instantly, follow simple prompts, drag and drop until it feels like yours.</em></p>",Color Create Studio,,Canva Editable Template,"canva, template, testimonial, editable, Canva Templates, Canva Editable Template",FALSE,Delivery,Canva Link,,,,,CANVATESTIMONI-01,0,,,continue,manual,12.00,,FALSE,TRUE,,,,,FALSE,Editable Canva Testimonial Template | Color Create Studio,,draft
canva-coloring-page-template,Editable Canva Coloring Page Template,"<p>A fully editable coloring page Canva template - swap your text, colors, and photos in minutes and export print-ready. Instant download, edit forever.</p><p><em>See it come together instantly, follow simple prompts, drag and drop until it feels like yours.</em></p>",Color Create Studio,,Canva Editable Template,"canva, template, coloring page, editable, Canva Templates, Canva Editable Template",FALSE,Delivery,Canva Link,,,,,CANVACOLORINGP-01,0,,,continue,manual,12.00,,FALSE,TRUE,,,,,FALSE,Editable Canva Coloring Page Template | Color Create Studio,,draft
canva-activity-page-template,Editable Canva Activity Page Template,"<p>A fully editable activity page Canva template - swap your text, colors, and photos in minutes and export print-ready. Instant download, edit forever.</p><p><em>See it come together instantly, follow simple prompts, drag and drop until it feels like yours.</em></p>",Color Create Studio,,Canva Editable Template,"canva, template, activity page, editable, Canva Templates, Canva Editable Template",FALSE,Delivery,Canva Link,,,,,CANVAACTIVITYP-01,0,,,continue,manual,12.00,,FALSE,TRUE,,,,,FALSE,Editable Canva Activity Page Template | Color Create Studio,,draft
canva-journal-page-template,Editable Canva Journal Page Template,"<p>A fully editable journal page Canva template - swap your text, colors, and photos in minutes and export print-ready. Instant download, edit forever.</p><p><em>See it come together instantly, follow simple prompts, drag and drop until it feels like yours.</em></p>",Color Create Studio,,Canva Editable Template,"canva, template, journal page, editable, Canva Templates, Canva Editable Template",FALSE,Delivery,Canva Link,,,,,CANVAJOURNALPA-01,0,,,continue,manual,12.00,,FALSE,TRUE,,,,,FALSE,Editable Canva Journal Page Template | Color Create Studio,,draft
canva-planner-page-template,Editable Canva Planner Page Template,"<p>A fully editable planner page Canva template - swap your text, colors, and photos in minutes and export print-ready. Instant download, edit forever.</p><p><em>See it come together instantly, follow simple prompts, drag and drop until it feels like yours.</em></p>",Color Create Studio,,Canva Editable Template,"canva, template, planner page, editable, Canva Templates, Canva Editable Template",FALSE,Delivery,Canva Link,,,,,CANVAPLANNERPA-01,0,,,continue,manual,12.00,,FALSE,TRUE,,,,,FALSE,Editable Canva Planner Page Template | Color Create Studio,,draft
canva-affirmation-card-template,Editable Canva Affirmation Card Template,"<p>A fully editable affirmation card Canva template - swap your text, colors, and photos in minutes and export print-ready. Instant download, edit forever.</p><p><em>See it come together instantly, follow simple prompts, drag and drop until it feels like yours.</em></p>",Color Create Studio,,Canva Editable Template,"canva, template, affirmation card, editable, Canva Templates, Canva Editable Template",FALSE,Delivery,Canva Link,,,,,CANVAAFFIRMATI-01,0,,,continue,manual,12.00,,FALSE,TRUE,,,,,FALSE,Editable Canva Affirmation Card Template | Color Create Studio,,draft
canva-sticker-sheet-template,Editable Canva Sticker Sheet Template,"<p>A fully editable sticker sheet Canva template - swap your text, colors, and photos in minutes and export print-ready. Instant download, edit forever.</p><p><em>See it come together instantly, follow simple prompts, drag and drop until it feels like yours.</em></p>",Color Create Studio,,Canva Editable Template,"canva, template, sticker sheet, editable, Canva Templates, Canva Editable Template",FALSE,Delivery,Canva Link,,,,,CANVASTICKERSH-01,0,,,continue,manual,12.00,,FALSE,TRUE,,,,,FALSE,Editable Canva Sticker Sheet Template | Color Create Studio,,draft
canva-workbook-template,Editable Canva Workbook Template,"<p>A fully editable workbook Canva template - swap your text, colors, and photos in minutes and export print-ready. Instant download, edit forever.</p><p><em>See it come together instantly, follow simple prompts, drag and drop until it feels like yours.</em></p>",Color Create Studio,,Canva Editable Template,"canva, template, workbook, editable, Canva Templates, Canva Editable Template",FALSE,Delivery,Canva Link,,,,,CANVAWORKBOOKT-01,0,,,continue,manual,12.00,,FALSE,TRUE,,,,,FALSE,Editable Canva Workbook Template | Color Create Studio,,draft
canva-party-favor-bundle-template,Editable Canva Party Favor Bundle Template,"<p>A money-saving bundle of editable party favor Canva templates - everything matching, everything reusable.</p>",Color Create Studio,,Canva Editable Template,"canva, template, bundle, party favor, Canva Templates, Canva Editable Template",FALSE,Delivery,Canva Link,,,,,CANVAPARTYFAVO-01,0,,,continue,manual,35.00,,FALSE,TRUE,,,,,FALSE,Editable Canva Party Favor Bundle Template | Color Create Studio,,draft
canva-business-starter-bundle-template,Editable Canva Business Starter Template Bundle,"<p>A money-saving bundle of editable business Canva templates - everything matching, everything reusable.</p>",Color Create Studio,,Canva Editable Template,"canva, template, bundle, business, Canva Templates, Canva Editable Template",FALSE,Delivery,Canva Link,,,,,CANVABUSINESSS-01,0,,,continue,manual,39.00,,FALSE,TRUE,,,,,FALSE,Editable Canva Business Starter Template Bundle | Color Create Studio,,draft
canva-digital-product-bundle-template,Editable Canva Digital Product Template Bundle,"<p>A money-saving bundle of editable digital product Canva templates - everything matching, everything reusable.</p>",Color Create Studio,,Canva Editable Template,"canva, template, bundle, digital product, Canva Templates, Canva Editable Template",FALSE,Delivery,Canva Link,,,,,CANVADIGITALPR-01,0,,,continue,manual,39.00,,FALSE,TRUE,,,,,FALSE,Editable Canva Digital Product Template Bundle | Color Create Studio,,draft
fulfill-invitation-set,Invitation Set,"<p>Your invitation, your way. Get the finished design delivered digitally to print yourself, or let us print and ship the done-for-you product straight to your door.</p><p><em>Sharp, ready-to-print visuals, clear delivery options, a product you can hold and hand out.</em></p>",Color Create Studio,,Print + Ship Product,"fulfillment, print, ship, invitation, Print + Ship, Print + Ship Product",FALSE,Delivery,Digital Print + Send,,,,,FULFILLINVITAT-01,0,,,continue,manual,12.00,,FALSE,TRUE,,,,,FALSE,Invitation Set | Color Create Studio,,draft
fulfill-invitation-set,,,,,,,FALSE,Delivery,Print + Ship,,,,,FULFILLINVITAT-02,250,,,continue,manual,32.00,,TRUE,TRUE,,,,,FALSE,,,draft
fulfill-thank-you-cards,Thank-You Cards,"<p>Your thank you card, your way. Get the finished design delivered digitally to print yourself, or let us print and ship the done-for-you product straight to your door.</p><p><em>Sharp, ready-to-print visuals, clear delivery options, a product you can hold and hand out.</em></p>",Color Create Studio,,Print + Ship Product,"fulfillment, print, ship, thank you card, Print + Ship, Print + Ship Product",FALSE,Delivery,Digital Print + Send,,,,,FULFILLTHANKYO-01,0,,,continue,manual,10.00,,FALSE,TRUE,,,,,FALSE,Thank-You Cards | Color Create Studio,,draft
fulfill-thank-you-cards,,,,,,,FALSE,Delivery,Print + Ship,,,,,FULFILLTHANKYO-02,250,,,continue,manual,28.00,,TRUE,TRUE,,,,,FALSE,,,draft
